Name,Position,Base Salary,Roster Bonus,Signing Bonus,Cap Hit
Corey Ballentine,CB,-,-,-,"$541,302 "
George Asafo-adjei,T,-,-,-,"$518,004 "
Chris Slayton,DT,-,-,-,"$513,821 "
"Odell Beckham,",WR,-,-,-,"$16,000,000 "
Olivier Vernon,OLB,-,-,-,"$8,000,000 "
Damon Harrison,DT,-,-,-,"$3,200,000 "
Patrick Omameh,G,-,-,-,"$3,000,000 "
Eli Apple,CB,-,-,-,"$2,304,968 "
Davis Webb,QB,-,-,-,"$383,210 "
Connor Barwin,OLB,-,-,-,"$365,000 "
Darian Thompson,FS,-,-,-,"$209,284 "
Avery Moss,DE,-,-,-,"$127,384 "
Jerell Adams,TE,-,-,-,"$35,716 "
Jeremiah Harris,LB,-,-,-,"$10,000 "
Calvin Munson,ILB,-,-,-,"$3,334 "
Jeremiah Harris,LB,-,-,-,"$3,333 "
Josh Banks,DT,-,-,-,$834 
Leonard Williams,DE,"$14,200,000",0-,0-,"$14,200,000 "
C.J. Mosley,ILB,"$1,000,000","$10,500,000","$1,500,000","$13,000,000 "
Trumaine Johnson,CB,"$8,000,000",0-,"$4,000,000","$12,000,000 "
Kelechi Osemele,G,"$9,700,000",0-,0-,"$10,200,000 "
Kelvin Beachum,LT,"$8,000,000",0-,"$1,500,000","$9,500,000 "
Le'Veon Bell,RB,"$2,000,000","$4,468,750","$2,000,000","$8,968,750 "
Avery Williamson,ILB,"$6,000,000",0-,"$2,000,000","$8,000,000 "
Henry Anderson,DE,"$2,000,000","$4,000,000","$1,333,333","$7,833,333 "
Sam Darnold,QB,"$570,000","$1,284,895","$5,019,584","$6,874,479 "
Jamison Crowder,WR,"$1,500,000","$4,281,250","$1,000,000","$6,781,250 "
Brian Winters,G,"$6,000,000","$500,000",0-,"$6,500,000 "
Jamal Adams,SS,"$645,000","$1,843,528","$3,582,038","$6,070,566 "
Darryl Roberts,CB,"$1,000,000","$3,500,000",0-,"$4,500,000 "
Brian Poole,CB,"$1,000,000",0-,"$2,000,000","$3,500,000 "
Robby Anderson,WR,"$3,095,000",0-,0-,"$3,095,000 "
Quincy Enunwa,WR,"$1,000,000",0-,"$1,800,000","$2,800,000 "
Jonotthan Harrison,C,"$1,500,000","$1,250,000",0-,"$2,750,000 "
Steve McLendon,DT,"$1,500,000","$250,000","$750,000","$2,750,000 "
Josh Bellamy,WR,"$930,000","$1,820,000",0-,"$2,750,000 "
Chandler Catanzaro,K,"$1,800,000",0-,"$500,000","$2,300,000 "
Jordan Jenkins,OLB,"$2,025,000",0-,"$180,980","$2,205,980 "
Brandon Shell,RT,"$2,025,000",0-,"$58,993","$2,083,993 "
Trevor Siemian,QB,"$1,000,000","$250,000","$750,000","$2,000,000 "
Rontez Miles,FS,"$1,907,000",0-,0-,"$1,907,000 "
Tom Compton,G,"$1,410,000","$87,500","$90,000","$1,837,500 "
Marcus Maye,FS,"$1,060,822",0-,"$726,643","$1,787,465 "
Brandon Copeland,DE,"$1,500,000",0-,"$250,000","$1,750,000 "
Neville Hewitt,ILB,"$1,000,000",0-,"$500,000","$1,500,000 "
Brent Qvale,RT,"$1,000,000","$150,000","$250,000","$1,400,000 "
Eric Tomlinson,TE,"$750,000","$140,625","$100,000","$990,625 "
Nathan Shepherd,DT,"$656,000",0-,"$246,931","$902,931 "
Jachai Polite,OLB,"$495,000",0-,"$280,618","$775,618 "
Chris Herndon,TE,"$570,000",0-,"$177,841","$747,841 "
Lac Edwards,P,"$720,000",0-,"$18,951","$738,951 "
Charone Peake,WR,"$720,000",0-,"$17,097","$737,097 "
Daniel Brown,TE,"$805,000",0-,"$90,000","$735,000 "
Ty Montgomery,RB,"$805,000",0-,"$90,000","$735,000 "
Matt Darr,P,"$720,000",0-,0-,"$720,000 "
Tarell Basham,OLB,"$687,500",0-,0-,"$687,500 "
Elijah McGuire,RB,"$645,000",0-,"$42,126","$687,126 "
Derrick Jones,CB,"$645,000",0-,"$36,261","$681,261 "
Trevon Wesco,TE,"$495,000",0-,"$175,971","$670,971 "
Arthur Maulet,CB,"$645,000",0-,"$12,000","$657,000 "
Deonte Thompson,WR,"$930,000",0-,0-,"$645,000 "
James Burgess,ILB,"$645,000",0-,0-,"$645,000 "
Jeremy Clark,CB,"$645,000",0-,0-,"$645,000 "
De'Angelo Henderson,RB,"$645,000",0-,0-,"$645,000 "
Thomas Hennessy,LS,"$645,000",0-,0-,"$645,000 "
Bronson Kaufusi,DE,"$645,000",0-,0-,"$645,000 "
Davis Webb,QB,"$645,000",0-,0-,"$645,000 "
Parry Nickerson,CB,"$570,000",0-,"$44,370","$614,370 "
Foley Fatukasi,DT,"$570,000",0-,"$43,563","$613,563 "
Trenton Cannon,RB,"$570,000",0-,"$34,806","$604,806 "
Tim White,WR,"$570,000",0-,"$5,000","$575,000 "
Blake Cashman,LB,"$495,000",0-,"$75,773","$570,773 "
Benjamin Braden,T,"$570,000",0-,0-,"$570,000 "
Deontay Burnett,WR,"$570,000",0-,0-,"$570,000 "
Luke Falk,QB,"$570,000",0-,0-,"$570,000 "
Quadree Henderson,WR,"$570,000",0-,0-,"$570,000 "
J.J. Jones,WR,"$570,000",0-,0-,"$570,000 "
Harvey Langi,ILB,"$570,000",0-,0-,"$570,000 "
Frankie Luvu,LB,"$570,000",0-,0-,"$570,000 "
Montrel Meander,S,"$570,000",0-,0-,"$570,000 "
Doug Middleton,FS,"$570,000",0-,0-,"$570,000 "
Eric Smith,T,"$570,000",0-,0-,"$570,000 "
Anthony Wint,LB,"$570,000",0-,0-,"$570,000 "
Blessuan Austin,CB,"$495,000",0-,"$40,743","$535,743 "
Tevaughn Campbell,CB,"$495,000",0-,"$3,333","$498,333 "
Justin Alexandre,DT,"$495,000",0-,0-,"$495,000 "
Jeff Allison,LB,"$495,000",0-,0-,"$495,000 "
Calvin Anderson,T,"$495,000",0-,0-,"$495,000 "
John Battle,S,"$495,000",0-,0-,"$495,000 "
Kyron Brown,CB,"$495,000",0-,0-,"$495,000 "
Brandon Bryant,CB,"$495,000",0-,0-,"$495,000 "
Greg Dortch,WR,"$495,000",0-,0-,"$495,000 "
Valentine Holmes,RB,"$495,000",0-,0-,"$495,000 "
Fred Jones,DT,"$495,000",0-,0-,"$495,000 "
Tyler Jones,G,"$495,000",0-,0-,"$495,000 "
Toa Lobendahn,T,"$495,000",0-,0-,"$495,000 "
Wyatt Miller,T,"$495,000",0-,0-,"$495,000 "
Jordan Morgan,G,"$495,000",0-,0-,"$495,000 "
Jamey Mosley,LB,"$495,000",0-,0-,"$495,000 "
Kyle Phillips,DE,"$495,000",0-,0-,"$495,000 "
Santos Ramirez,S,"$495,000",0-,0-,"$495,000 "
Trevon Sanders,DT,"$495,000",0-,0-,"$495,000 "
Jeff Smith,WR,"$495,000",0-,0-,"$495,000 "
MyQuon Stout,DT,"$495,000",0-,0-,"$495,000 "
Jon Toth,C,"$495,000",0-,0-,"$495,000 "
Chuma Edoga,T,0-,0-,0-,0- 
Bilal Powell,RB,0-,0-,0-,0- 
Quinnen Williams,DT,0-,0-,0-,0- 
Jalin Moore,RB,"$378,000",-,-,"$378,000 "
Quinnen Williams,DT,-,-,-,"$5,893,776 "
Jachai Polite,OLB,-,-,-,"$774,549 "
Chuma Edoga,T,-,-,-,"$710,924 "
Trevon Wesco,TE,-,-,-,"$670,970 "
Blake Cashman,LB,-,-,-,"$570,772 "
Blessuan Austin,CB,-,-,-,"$535,587 "
Isaiah Crowell,RB,-,-,-,"$2,000,000 "
Mike Pennel,DE,-,-,-,"$1,666,667 "
Darron Lee,ILB,-,-,-,"$1,325,630 "
Kevin Pierre-Louis,OLB,-,-,-,"$500,000 "
ArDarius Stewart,WR,-,-,-,"$423,162 "
Terrence Brooks,FS,-,-,-,"$300,000 "
Chad Hansen,WR,-,-,-,"$209,824 "
Neal Sterling,TE,"$60,000",-,-,"$150,000 "
Jordan Leggett,TE,-,-,-,"$141,023 "
Juston Burris,CB,-,-,-,"$137,782 "
Dylan Donahue,OLB,-,-,-,"$100,968 "
Jeremy Clark,CB,-,-,-,"$74,206 "
Brandon Bryant,CB,-,-,-,"$13,334 "
Derek Carr,QB,"$19,900,000",0-,"$2,500,000","$22,500,000 "
Trenton Brown,RT,"$5,000,000","$10,000,000",0-,"$15,250,000 "
Antonio Brown,WR,"$14,625,000",0-,"$333,333","$14,958,333 "
Tyrell Williams,WR,"$5,000,000","$5,000,000",0-,"$10,100,000 "
Rodney Hudson,C,"$8,250,000",0-,0-,"$10,017,000 "
LaMarcus Joyner,FS,"$4,700,000","$4,000,000",0-,"$9,050,000 "
Gabe Jackson,G,"$6,750,000",0-,0-,"$7,000,000 "
Justin Ellis,DT,"$2,250,000","$2,250,000",0-,"$4,750,000 "
Tahir Whitehead,OLB,"$2,950,000","$200,000",0-,"$4,291,666 "
Karl Joseph,SS,"$2,070,589",0-,"$1,710,785","$3,781,374 "
Jalen Richard,RB,"$3,095,000",0-,0-,"$3,095,000 "
Daryl Worley,CB,"$3,095,000",0-,0-,"$3,095,000 "
Kolton Miller,RT,"$1,092,333",0-,"$1,969,331","$3,061,664 "
Nevin Lawson,CB,"$1,000,000",0-,"$750,000","$3,050,000 "
Johnathan Hankins,DT,"$1,000,000","$1,328,125",0-,"$2,978,125 "
Gareon Conley,CB,"$1,416,584",0-,"$1,438,168","$2,854,752 "
Erik Harris,S,"$1,275,000","$1,075,000",0-,"$2,500,000 "
Doug Martin,RB,"$930,000",0-,"$55,000","$2,020,000 "
Mike Glennon,QB,"$1,000,000","$365,625","$400,000","$1,865,625 "
Vontaze Burfict,OLB,"$1,150,000","$153,125","$300,000","$1,803,125 "
Derek Carrier,TE,"$1,600,000",0-,0-,"$1,700,000 "
Benson Mayowa,DE,"$805,000",0-,"$250,000","$1,700,000 "
Dwayne Harris,WR,"$930,000","$300,000","$275,000","$1,680,000 "
Denzell Good,G,"$1,000,000","$75,000","$500,000","$1,675,000 "
Keith Smith,FB,"$1,400,000",0-,0-,"$1,500,000 "
Kyle Wilber,OLB,"$1,150,000",0-,0-,"$1,500,000 "
Josh Mauro,DE,"$900,000",0-,"$400,000","$1,400,000 "
Brandon Marshall,ILB,"$805,000",0-,"$150,000","$1,350,000 "
Ryan Grant,WR,"$805,000",0-,"$100,000","$1,250,000 "
P.J. Hall,DT,"$693,830",0-,"$375,324","$1,069,154 "
J.J. Nelson,WR,"$805,000","$70,000","$75,000","$1,000,000 "
Brandon Parker,T,"$666,152",0-,"$264,606","$930,758 "
Andrew DePaola,LS,"$875,000",0-,0-,"$905,000 "
Eddie Vanderdoes,DT,"$679,000",0-,"$190,303","$869,303 "
Arden Key,DE,"$624,250",0-,"$206,594","$830,844 "
Curtis Riley,FS,"$720,000",0-,"$65,000","$810,000 "
DeAndre Washington,RB,"$720,000",0-,"$67,302","$787,302 "
Nick Nelson,CB,"$570,000",0-,"$174,670","$744,670 "
Jordan Devey,G,"$805,000",0-,"$90,000","$735,000 "
Jordan Richards,SS,"$805,000",0-,"$45,000","$735,000 "
Luke Willson,TE,"$805,000",0-,"$65,000","$735,000 "
Darren Waller,TE,"$720,000",0-,0-,"$720,000 "
Marquel Lee,ILB,"$645,000",0-,"$63,423","$708,423 "
Maxx Crosby,DE,"$495,000",0-,"$195,566","$690,566 "
Isaiah Johnson,CB,"$495,000",0-,"$165,573","$660,573 "
Maurice Hurst,DT,"$570,000",0-,"$79,761","$649,761 "
Nicholas Morrow,OLB,"$645,000",0-,"$2,500","$647,500 "
Richie Incognito,G,"$1,030,000",0-,0-,"$645,000 "
James Cowser,OLB,"$645,000",0-,0-,"$645,000 "
Denver Kirkland,G,"$645,000",0-,0-,"$645,000 "
Nathan Peterman,QB,"$645,000",0-,0-,"$645,000 "
David Sharpe,T,"$645,000",0-,0-,"$645,000 "
Erik Swoope,TE,"$645,000",0-,0-,"$645,000 "
Gabe Wright,DT,"$645,000",0-,0-,"$645,000 "
Johnny Townsend,P,"$570,000",0-,"$54,388","$624,388 "
Foster Moreau,TE,"$495,000",0-,"$122,098","$617,098 "
Hunter Renfrow,WR,"$495,000",0-,"$78,987","$573,987 "
Marcell Ateman,WR,"$570,000",0-,0-,"$570,000 "
Jason Cabinda,LB,"$570,000",0-,0-,"$570,000 "
Daniel Carlson,K,"$570,000",0-,0-,"$570,000 "
Montay Crockett,WR,"$570,000",0-,0-,"$570,000 "
Keon Hatcher,WR,"$570,000",0-,0-,"$570,000 "
Justin Murray,T,"$570,000",0-,0-,"$570,000 "
Ternt Sieg,LS,"$570,000",0-,0-,"$570,000 "
Quinton Bell,OLB,"$495,000",0-,"$24,035","$519,035 "
Rico Gafford,CB,"$495,000",0-,"$10,300","$505,300 "
Keelan Doss,WR,"$495,000",0-,"$7,500","$502,500 "
Keisean Nixon,CB,"$495,000",0-,"$5,000","$500,000 "
Koa Farmer,OLB,"$495,000",0-,"$3,333","$498,333 "
Alec Ingold,FB,"$495,000",0-,"$3,333","$498,333 "
Andre James,T,"$495,000",0-,"$3,333","$498,333 "
Te'Von Coney,LB,"$495,000",0-,"$3,000","$498,000 "
Lester Cotton,G,"$495,000",0-,"$2,500","$497,500 "
Dylan Mabin,CB,"$495,000",0-,"$2,500","$497,500 "
Lukayus McNeil,T,"$495,000",0-,"$1,666","$496,666 "
Tyler Roemer,T,"$495,000",0-,$833,"$495,833 "
Alex Barrett,DE,"$495,000",0-,0-,"$495,000 "
Saeed Blacknall,WR,"$495,000",0-,0-,"$495,000 "
Brian Burt,WR,"$495,000",0-,0-,"$495,000 "
Paul Butler,TE,"$495,000",0-,0-,"$495,000 "
A.J. Cole,P,"$495,000",0-,0-,"$495,000 "
D.J. Killings,CB,"$495,000",0-,0-,"$495,000 "
Isaiah Langley,CB,"$495,000",0-,0-,"$495,000 "
Dallin Leavitt,S,"$495,000",0-,0-,"$495,000 "
Ronald Ollie,DT,"$495,000",0-,0-,"$495,000 "
Chris Warren,RB,"$495,000",0-,0-,"$495,000 "
Johnathan Abram,S,0-,0-,0-,0- 
Clelin Ferrell,DE,0-,0-,0-,0- 
Josh Jacobs,RB,0-,0-,0-,0- 
Trayvon Mullen,CB,0-,0-,0-,0- 
Isaiah Crowell,RB,"$805,000",-,"$100,000","$1,250,000 "
Clelin Ferrell,DE,-,-,"$100,000","$5,682,117 "
Josh Jacobs,RB,-,-,"$100,000","$2,163,326 "
Johnathan Abram,S,-,-,"$100,000","$2,083,955 "
Trayvon Mullen,CB,-,-,"$100,000","$1,316,699 "
Maxx Crosby,DE,-,-,"$100,000","$689,820 "
Isaiah Johnson,CB,-,-,"$100,000","$659,942 "
Foster Moreau,TE,-,-,"$100,000","$616,633 "
Hunter Renfrow,WR,-,-,"$100,000","$573,686 "
Quinton Bell,OLB,-,-,"$100,000","$518,946 "
Jordy Nelson,WR,-,-,"$100,000","$1,800,000 "
Donald Penn,RT,-,-,"$100,000","$1,750,000 "
Lee Smith,TE,-,-,"$100,000","$733,335 "
Obi Melifonwu,S,-,-,"$100,000","$709,774 "
David Sharpe,T,-,-,"$100,000","$293,206 "
Connor Cook,QB,-,-,"$100,000","$154,972 "
Azeem Victor,ILB,-,-,"$100,000","$88,806 "
Marcell Ateman,WR,-,-,"$100,000","$69,777 "
Shalom Luani,S,-,-,"$100,000","$47,206 "
Jylan Ware,T,-,-,"$100,000","$42,146 "
Treyvon Hester,DT,-,-,"$100,000","$34,300 "
Vadal Alexander,RT,-,-,"$100,000","$19,212 "
Eddy Piniero,K,-,-,"$100,000","$16,667 "
Alshon Jeffery,WR,"$11,750,000",0-,"$1,250,000","$14,725,000 "
Brandon Brooks,G,"$8,000,000",0-,"$2,200,000","$11,978,397 "
Fletcher Cox,DT,"$930,000",0-,"$5,200,000","$11,902,000 "
Malcolm Jenkins,FS,"$8,100,000","$250,000","$1,500,000","$11,387,000 "
Nelson Agholor,WR,"$9,387,000",0-,0-,"$9,387,000 "
Jason Peters,LT,"$3,500,000","$2,000,000","$2,666,668","$8,666,668 "
Carson Wentz,QB,"$720,000","$3,367,683","$4,400,244","$8,487,927 "
Lane Johnson,RT,"$805,000",0-,"$2,000,000","$7,056,206 "
Zach Ertz,TE,"$805,000",0-,"$1,600,000","$6,291,500 "
Rodney McLeod,FS,"$1,500,000","$187,500","$1,600,000","$4,843,750 "
Nigel Bradham,OLB,"$930,000","$937,500","$1,000,000","$4,635,000 "
Derek Barnett,DE,"$1,633,252",0-,"$1,871,504","$3,504,756 "
Brandon Graham,DE,"$1,000,000",0-,"$2,500,000","$3,500,000 "
DeSean Jackson,WR,"$1,030,000","$300,000","$1,434,000","$3,164,000 "
Nate Sudfeld,QB,"$3,095,000",0-,0-,"$3,095,000 "
Ronald Darby,CB,"$1,000,000","$1,125,000","$700,000","$2,825,000 "
Malik Jackson,DT,"$1,000,000",0-,"$1,800,000","$2,800,000 "
Zach Brown,ILB,"$1,000,000",0-,"$400,000","$2,500,000 "
Jason Kelce,C,"$930,000",0-,"$1,514,000","$2,444,000 "
Andre Dillard,T,"$495,000",0-,"$1,754,197","$2,249,197 "
Vinny Curry,DE,"$1,000,000","$1,187,500",0-,"$2,187,500 "
Halapoulivaati Vaitai,T,"$2,025,000",0-,"$56,282","$2,081,282 "
Jalen Mills,CB,"$2,025,000",0-,"$19,214","$2,044,214 "
Jordan Howard,RB,"$2,025,000",0-,0-,"$2,025,000 "
Isaac Seumalo,G,"$749,000",0-,"$990,966","$1,739,966 "
Sidney Jones,CB,"$1,023,190",0-,"$651,380","$1,674,570 "
Timmy Jernigan,DT,"$1,000,000","$125,000","$250,000","$1,625,000 "
Stefen Wisniewski,C,"$1,250,000","$250,000",0-,"$1,500,000 "
L.J. Fort,ILB,"$1,025,000","$93,750","$291,667","$1,410,416 "
Andrew Sendejo,SS,"$930,000",0-,"$270,000","$1,300,000 "
Dallas Goedert,TE,"$735,649",0-,"$542,594","$1,278,243 "
Blake Countess,S,"$900,000","$150,000",0-,"$1,050,000 "
Miles Sanders,RB,"$495,000",0-,"$477,759","$972,759 "
Richard Rodgers,TE,"$805,000",0-,"$150,000","$955,000 "
J.J. Arcega-Whiteside,WR,"$495,000",0-,"$403,678","$898,678 "
Rasul Douglas,CB,"$670,000",0-,"$176,572","$846,572 "
Mack Hollins,WR,"$645,000",0-,"$158,917","$803,917 "
Wendell Smallwood,RB,"$720,000",0-,"$61,146","$781,146 "
Charles Johnson,WR,"$720,000",0-,"$25,000","$770,000 "
Avonte Maddox,CB,"$570,000",0-,"$156,478","$726,478 "
Tyreek Burwell,T,"$720,000",0-,0-,"$720,000 "
Kamu Grugier-Hill,OLB,"$720,000",0-,0-,"$720,000 "
Deiondre' Hall,CB,"$720,000",0-,0-,"$720,000 "
Josh Hawkins,CB,"$720,000",0-,0-,"$720,000 "
Cody Kessler,QB,"$720,000",0-,0-,"$720,000 "
Crevon LeBlanc,CB,"$720,000",0-,0-,"$720,000 "
Rick Lovato,LS,"$720,000",0-,0-,"$720,000 "
Hassan Ridgeway,DE,"$720,000",0-,0-,"$720,000 "
Will Tye,TE,"$720,000",0-,0-,"$720,000 "
Josh Sweat,DE,"$570,000",0-,"$149,397","$719,397 "
Shelton Gibson,WR,"$645,000",0-,"$64,309","$709,309 "
Corey Clement,RB,"$645,000",0-,"$3,334","$648,334 "
Paul Worrilow,OLB,"$805,000",0-,0-,"$645,000 "
Jake Elliott,K,"$645,000",0-,0-,"$645,000 "
Anthony Fabiano,T,"$645,000",0-,0-,"$645,000 "
Nate Gerry,OLB,"$645,000",0-,0-,"$645,000 "
Daeshon Hall,DE,"$645,000",0-,0-,"$645,000 "
Treyvon Hester,DT,"$645,000",0-,0-,"$645,000 "
Braxton Miller,WR,"$645,000",0-,0-,"$645,000 "
Joshua Perkins,TE,"$645,000",0-,0-,"$645,000 "
Shreef Miller,DE,"$495,000",0-,"$121,632","$616,632 "
Matt Pryor,T,"$570,000",0-,"$33,195","$603,195 "
Jordan Mailata,T,"$570,000",0-,"$22,348","$592,348 "
Cameron Johnston,P,"$570,000",0-,"$7,500","$577,500 "
Josh Adams,RB,"$570,000",0-,0-,"$570,000 "
Carlton Agudosi,WR,"$570,000",0-,0-,"$570,000 "
Bruce Hector,DT,"$570,000",0-,0-,"$570,000 "
Godwin Igwebuike,S,"$570,000",0-,0-,"$570,000 "
Boston Scott,RB,"$570,000",0-,0-,"$570,000 "
Tre' Sullivan,S,"$570,000",0-,0-,"$570,000 "
Clayton Thorson,QB,"$495,000",0-,"$68,330","$563,330 "
Iosua Opeta,G,"$495,000",0-,"$8,333","$503,333 "
Joey Alfieri,LB,"$495,000",0-,0-,"$495,000 "
Ryan Bates,T,"$495,000",0-,0-,"$495,000 "
T.J. Edwards,LB,"$495,000",0-,0-,"$495,000 "
Nate Herbig,G,"$495,000",0-,0-,"$495,000 "
Jay Liggins,CB,"$495,000",0-,0-,"$495,000 "
Jeremiah McKinnon,CB,"$495,000",0-,0-,"$495,000 "
Marken Michel,WR,"$495,000",0-,0-,"$495,000 "
Joe Ostman,DE,"$495,000",0-,0-,"$495,000 "
Donnel Pumphrey,RB,"$495,000",0-,0-,"$495,000 "
Keegan Render,C,"$495,000",0-,0-,"$495,000 "
Devin Ross,WR,"$495,000",0-,0-,"$495,000 "
Anthony Rush,DT,"$495,000",0-,0-,"$495,000 "
Alex Singleton,LB,"$495,000",0-,0-,"$495,000 "
Deandre Thompkins,WR,"$495,000",0-,0-,"$495,000 "
Casey Tucker,T,"$495,000",0-,0-,"$495,000 "
Greg Ward,QB,"$495,000",0-,0-,"$495,000 "
Kevin Wilkins,DT,"$495,000",0-,0-,"$495,000 "
Trae Elston,S,0-,0-,0-,0- 
Andre Dillard,T,-,0-,0-,"$2,242,696 "
Miles Sanders,RB,-,0-,0-,"$972,758 "
J.J. Arcega-Whiteside,WR,-,0-,0-,"$898,677 "
Shreef Miller,DE,-,0-,0-,"$616,633 "
Clayton Thorson,QB,-,0-,0-,"$563,330 "
Timmy Jernigan,DT,-,0-,0-,"$6,000,000 "
Nick Foles,QB,-,0-,0-,"$2,800,000 "
Mychal Kendricks,OLB,-,0-,0-,"$1,600,000 "
Stefen Wisniewski,C,-,0-,0-,"$708,334 "
Chris Long,DE,-,0-,0-,"$300,000 "
Donnel Pumphrey,RB,-,0-,0-,"$287,944 "
Chris Maragos,FS,-,0-,0-,"$250,000 "
Elijah Qualls,DT,-,0-,0-,"$63,602 "
Josh Adams,RB,-,0-,0-,"$16,667 "
Joe Walker,ILB,-,0-,0-,"$15,034 "
Chandon Sullivan,CB,-,0-,0-,"$10,667 "
Billy Brown,TE,-,0-,0-,"$10,000 "
Bryce Treggs,WR,-,0-,0-,"$10,000 "
Jeremy Reaves,S,-,0-,0-,"$6,667 "
Toby Weathersby,T,-,0-,0-,"$6,667 "
Greg Ward,QB,-,0-,0-,"$3,750 "
Bruce Hector,DT,-,0-,0-,"$3,334 "
Adam Zaruba,TE,-,0-,0-,"$1,667 "
Randall Goforth,S,-,0-,0-,$668 
Ben Roethlisberger,QB,"$2,500,000","$5,000,000","$18,700,000","$26,200,000 "
Cameron Heyward,DE,"$8,750,000",0-,"$2,400,000","$14,901,250 "
Stephon Tuitt,DE,"$6,000,000","$3,000,000","$2,600,000","$13,642,000 "
David DeCastro,G,"$7,070,000",0-,"$3,200,000","$11,967,500 "
Joe Haden,CB,"$10,000,000",0-,"$1,916,668","$11,916,668 "
Bud Dupree,OLB,"$9,232,000",0-,0-,"$9,232,000 "
Alejandro Villanueva,LT,"$5,000,000",0-,"$1,625,000","$8,390,000 "
Maurkice Pouncey,C,"$1,000,000","$3,000,000","$3,000,000","$7,951,000 "
Vance McDonald,TE,"$4,200,000","$703,125",0-,"$5,780,625 "
Chris Boswell,K,"$1,000,000","$2,000,000","$1,200,000","$4,200,000 "
Steven Nelson,CB,"$1,500,000",0-,"$2,500,000","$4,000,000 "
Mark Barron,ILB,"$1,000,000",0-,"$2,875,000","$3,875,000 "
Vince Williams,ILB,"$805,000",0-,"$1,600,000","$3,836,666 "
Devin Bush,ILB,"$495,000",0-,"$2,936,230","$3,431,230 "
Donte Moncrief,WR,"$1,500,000",0-,"$1,750,000","$3,250,000 "
B.J. Finney,C,"$3,095,000",0-,0-,"$3,095,000 "
Artie Burns,CB,"$1,757,861",0-,"$1,293,817","$3,051,678 "
Ramon Foster,G,"$1,100,000",0-,"$1,575,000","$2,675,000 "
T.J. Watt,OLB,"$1,306,688",0-,"$1,218,376","$2,525,064 "
Terrell Edmunds,S,"$966,263",0-,"$1,465,052","$2,431,315 "
Javon Hargrave,DT,"$2,025,000",0-,"$173,314","$2,198,314 "
Tyson Alualu,DT,"$1,250,000",0-,"$875,000","$2,125,000 "
Xavier Grimble,TE,"$2,025,000",0-,0-,"$2,025,000 "
Anthony Chickillo,OLB,"$806,000",0-,"$1,097,500","$1,903,500 "
Roosevelt Nix,FB,"$1,250,000",0-,"$437,500","$1,687,500 "
Jordan Berry,P,"$1,150,000",0-,"$375,000","$1,525,000 "
Eli Rogers,WR,"$1,250,000",0-,"$250,000","$1,500,000 "
Sean Davis,FS,"$1,007,314",0-,"$293,087","$1,300,401 "
JuJu Smith-Schuster,WR,"$846,434",0-,"$297,868","$1,144,302 "
Daniel McCullers,DT,"$1,000,000",0-,"$125,000","$1,125,000 "
James Washington,WR,"$684,607",0-,"$338,426","$1,023,033 "
Mason Rudolph,QB,"$658,267",0-,"$233,066","$891,333 "
Cameron Sutton,CB,"$677,400",0-,"$184,032","$861,432 "
Jerald Hawkins,T,"$720,000",0-,"$132,622","$852,622 "
James Conner,RB,"$668,000",0-,"$176,572","$844,572 "
Chuks Okorafor,T,"$620,000",0-,"$203,091","$823,091 "
Joshua Dobbs,QB,"$645,000",0-,"$139,781","$784,781 "
Diontae Johnson,WR,"$495,000",0-,"$283,357","$778,357 "
Tyler Matakevich,ILB,"$720,000",0-,"$15,764","$735,764 "
Justin Layne,CB,"$495,000",0-,"$230,545","$725,545 "
Kameron Canaday,LS,"$720,000",0-,0-,"$720,000 "
Benny Snell,RB,"$495,000",0-,"$175,517","$670,517 "
Brian Allen,CB,"$645,000",0-,0-,"$645,000 "
Zach Banner,T,"$645,000",0-,0-,"$645,000 "
Jordan Dangerfield,FS,"$645,000",0-,0-,"$645,000 "
Trey Edmunds,RB,"$645,000",0-,0-,"$645,000 "
Matt Feiler,RT,"$645,000",0-,0-,"$645,000 "
Mike Hilton,CB,"$645,000",0-,0-,"$645,000 "
Johnny Holton,WR,"$645,000",0-,0-,"$645,000 "
Ryan Switzer,WR,"$645,000",0-,0-,"$645,000 "
Marcus Allen,S,"$570,000",0-,"$73,159","$643,159 "
Jaylen Samuels,RB,"$570,000",0-,"$64,516","$634,516 "
Zach Gentry,TE,"$495,000",0-,"$86,115","$581,115 "
Olasunkanmi Adeniyi,LB,"$570,000",0-,"$5,000","$575,000 "
Sutton Smith,OLB,"$495,000",0-,"$50,628","$545,628 "
Isaiah Buggs,DT,"$495,000",0-,"$42,158","$537,158 "
Ulysees Gilbert,LB,"$495,000",0-,"$31,838","$526,838 "
Derwin Gray,T,"$495,000",0-,"$26,362","$521,362 "
Alexander Myres,CB,"$495,000",0-,"$6,666","$501,666 "
Fred Johnson,G,"$495,000",0-,"$5,000","$500,000 "
Trevor Wood,TE,"$495,000",0-,"$2,333","$497,333 "
Matthew Wright,K,"$495,000",0-,"$1,666","$496,666 "
Ian Berryman,P,"$495,000",0-,$666,"$495,666 "
Dravon Askew-Henry,S,"$495,000",0-,0-,"$495,000 "
Marcelis Branch,CB,"$495,000",0-,0-,"$495,000 "
Garrett Brumfield,G,"$495,000",0-,0-,"$495,000 "
Winston Craig,DT,"$495,000",0-,0-,"$495,000 "
Greg Gilmore,DE,"$495,000",0-,0-,"$495,000 "
Trey Griffey,WR,"$495,000",0-,0-,"$495,000 "
